,area,n_soceco,per_x_hog,educ,afil_sisprev,sprev_salud,activ
78847,1,5,4,10,0,1,0
78848,1,4,2,8,1,1,0
78849,1,4,3,2,3,2,1
78850,1,2,2,9,0,1,0
78851,1,2,4,1,1,0,0
78852,1,2,6,4,1,2,0
78853,1,3,2,8,0,0,0
78854,1,0,5,5,0,0,2
78855,1,2,4,5,1,0,0
78856,1,3,5,2,1,0,0
78857,1,3,2,2,1,0,1
78858,1,4,5,10,1,0,0
78859,0,0,1,3,0,0,0
78860,1,2,2,2,1,1,1
78861,1,3,5,0,1,0,1
78862,1,2,2,1,1,0,1
78863,1,2,4,8,1,0,2
78864,1,2,4,5,1,0,0
78865,1,5,4,8,0,0,1
78866,1,2,4,4,1,0,1
78867,1,3,6,8,1,0,1
78868,1,3,4,3,1,0,0
78869,0,3,6,4,1,0,0
78870,1,0,4,2,1,0,1
78871,1,0,4,2,1,0,0
78872,1,2,2,8,1,0,2
78873,1,5,4,5,1,0,0
78874,1,3,4,5,1,0,0
78875,1,2,4,2,0,0,1
78876,1,3,4,2,1,0,0
78877,1,2,3,9,1,0,1
78878,0,1,6,2,1,0,1
78879,0,0,3,5,1,0,1
78880,1,5,3,10,1,1,1
78881,1,3,7,8,0,0,1
78882,1,1,1,4,1,0,0
78883,1,3,6,2,1,0,1
78884,1,4,4,10,0,0,0
78885,0,1,2,0,0,0,0
78886,1,0,3,1,1,0,1
78887,1,0,2,9,0,0,0
78888,1,2,4,4,1,0,0
78889,1,2,7,8,0,0,1
78890,1,2,4,4,1,0,0
78891,1,0,3,10,1,0,0
78892,1,5,4,9,3,2,1
78893,1,2,3,4,1,0,1
78894,1,3,4,4,1,0,1
78895,1,4,2,9,1,1,1
78896,0,0,5,8,1,0,1
78897,1,2,3,2,1,0,0
78898,1,3,2,0,1,0,0
78899,0,0,2,7,1,0,1
78900,1,4,4,11,1,1,1
78901,0,3,4,0,2,0,0
78902,1,3,4,8,1,0,1
78903,1,4,3,1,1,0,1
78904,1,0,3,8,0,0,2
78905,1,4,4,4,1,1,0
78906,1,3,2,2,1,0,1
78907,1,3,3,2,1,0,1
78908,1,2,1,0,1,0,0
78909,1,2,6,9,1,1,1
78910,1,3,2,8,1,0,0
78911,1,3,2,4,0,0,0
78912,1,0,2,10,1,0,0
78913,1,2,5,2,0,0,1
78914,1,2,4,3,1,3,1
78915,1,4,3,10,0,0,0
78916,1,1,4,5,1,0,1
78917,1,0,3,0,1,0,0
78918,0,0,4,2,1,0,1
78919,1,2,5,1,1,0,1
78920,1,3,3,0,0,0,1
78921,1,2,3,7,1,0,1
78922,1,2,4,1,1,1,1
78923,1,2,2,10,1,0,0
78924,1,2,2,7,1,0,0
78925,1,2,5,4,0,0,1
78926,1,5,3,4,0,0,0
78927,0,0,4,2,1,0,1
78928,0,0,5,0,0,0,1
78929,1,3,6,2,1,0,0
78930,1,0,2,5,0,0,0
78931,1,3,6,0,1,0,0
78932,1,0,7,5,1,0,1
78933,1,3,8,1,1,0,1
78934,1,5,3,2,0,0,0
78935,1,2,4,10,1,1,0
78936,1,2,2,0,0,0,0
78937,1,1,3,0,1,0,0
78938,1,2,2,0,1,0,1
78939,1,5,2,5,0,0,0
78940,1,3,2,1,1,0,1
78941,1,0,4,5,2,0,0
78942,1,5,4,10,1,0,1
78943,0,3,5,5,0,0,0
78944,1,2,3,3,1,0,0
78945,1,4,3,1,0,2,1
78946,1,1,4,5,1,0,1
78947,1,0,2,2,1,0,1
78948,1,2,4,8,1,0,0
78949,1,2,3,2,1,1,0
78950,1,3,2,5,0,0,0
78951,0,0,3,2,1,0,1
78952,0,1,1,9,0,0,0
78953,1,2,3,4,2,0,0
78954,1,0,6,4,1,0,0
78955,1,0,4,9,1,0,1
78956,1,3,7,9,0,0,2
78957,1,2,6,9,1,0,1
78958,1,3,10,8,1,0,1
78959,1,5,3,4,1,1,1
78960,0,0,4,0,1,0,0
78961,1,0,2,4,1,1,1
78962,1,4,4,11,1,1,1
78963,0,3,5,1,0,0,1
78964,0,3,3,4,1,0,0
78965,1,2,4,2,1,0,2
78966,1,3,2,5,0,0,0
78967,0,0,2,2,0,0,1
78968,1,4,3,9,0,0,1
78969,1,3,2,4,1,0,1
78970,1,3,4,1,1,0,1
78971,1,2,6,0,0,0,0
78972,1,1,3,0,1,0,0
78973,0,1,4,9,1,2,2
78974,1,4,3,2,1,0,0
78975,1,3,3,10,1,0,0
78976,1,2,3,1,1,0,0
78977,1,3,5,8,1,0,1
78978,1,2,2,0,1,0,0
78979,1,3,6,2,1,0,1
78980,1,1,2,8,0,0,0
78981,1,5,4,9,1,0,1
78982,1,2,4,2,1,0,0
78983,1,2,4,8,1,0,1
78984,1,2,7,4,1,0,1
78985,1,2,5,7,1,0,1
78986,1,2,5,10,1,1,0
78987,1,2,2,5,2,0,0
78988,0,3,2,1,1,1,1
78989,1,3,4,10,1,0,1
78990,1,3,5,5,0,0,0
78991,1,5,3,5,0,0,0
78992,1,0,3,1,1,0,1
78993,1,1,3,4,1,0,0
78994,1,2,4,2,1,0,1
78995,1,2,4,9,1,1,1
78996,1,0,2,5,0,0,0
78997,1,0,6,2,1,0,1
78998,1,3,1,0,2,0,0
78999,0,5,5,4,1,0,0
79000,0,0,3,2,1,0,0
79001,1,0,4,1,0,0,2
79002,1,5,1,6,1,0,0
79003,0,0,5,8,1,0,1
79004,1,3,2,0,0,0,0
79005,0,3,3,0,1,0,0
79006,1,2,4,8,1,0,1
79007,1,0,2,2,2,0,0
79008,1,4,3,1,5,2,1
79009,1,4,4,2,1,0,1
79010,1,2,2,2,0,0,0
79011,1,2,3,5,1,0,0
79012,1,5,4,10,1,3,0
79013,1,2,2,2,1,0,0
79014,1,3,4,9,1,0,0
79015,1,2,3,9,1,0,1
79016,1,4,3,9,1,1,1
79017,1,3,3,2,1,0,1
79018,0,0,3,0,0,0,0
79019,0,0,4,0,1,3,0
79020,0,3,5,0,1,0,0
79021,0,0,4,0,1,0,1
79022,1,4,4,1,1,0,1
79023,1,1,3,2,1,0,1
79024,1,2,4,4,0,0,0
79025,1,2,4,8,1,0,1
79026,1,5,2,2,1,0,1
79027,1,5,4,0,0,0,0
79028,1,4,2,2,1,0,1
79029,0,0,2,8,1,0,1
79030,0,0,4,8,1,0,1
79031,1,3,3,4,1,0,0
79032,1,0,2,8,0,0,2
79033,0,0,3,5,1,0,0
79034,1,4,2,9,1,1,1
79035,0,3,1,0,0,0,0
79036,1,0,3,9,1,0,1
79037,1,1,3,9,1,1,1
79038,1,3,3,9,0,0,1
79039,1,3,5,2,0,0,2
79040,1,2,6,9,1,0,1
79041,1,2,4,4,1,0,0
79042,1,2,2,9,1,0,1
79043,1,3,2,5,0,0,1
79044,1,5,3,2,1,0,1
79045,1,2,2,2,1,1,0
79046,0,3,5,2,1,0,0
79047,1,5,2,2,0,1,0
79048,1,2,4,8,1,0,1
79049,0,3,1,6,0,0,0
79050,1,3,4,1,0,0,0
79051,0,0,1,3,1,0,0
79052,1,4,2,9,1,1,1
79053,1,4,3,9,1,1,1
79054,1,1,2,7,1,1,1
79055,1,1,5,4,1,0,0
79056,1,2,4,5,1,0,1
79057,0,1,4,0,1,0,0
79058,1,0,2,8,1,0,1
79059,1,2,4,10,1,0,0
79060,1,3,4,2,1,0,1
79061,1,0,2,9,1,1,1
79062,1,4,3,10,1,0,1
79063,1,4,2,9,1,0,1
79064,1,1,2,2,5,3,1
79065,1,4,5,11,1,1,1
79066,1,5,4,4,0,0,2
79067,1,4,5,2,1,0,1
79068,1,0,2,2,1,0,1
79069,1,2,1,2,1,1,1
79070,0,0,4,8,1,0,1
79071,1,5,2,8,1,0,1
79072,1,2,2,4,1,0,0
79073,0,0,4,10,1,0,0
79074,1,0,4,5,1,0,1
79075,0,3,5,6,0,0,1
79076,1,4,3,9,1,1,1
79077,1,3,3,2,1,0,2
79078,1,2,3,4,1,0,0
79079,1,3,6,8,1,0,1
79080,1,4,3,2,1,0,1
79081,1,0,3,0,0,0,1
79082,1,2,3,2,1,0,1
79083,0,0,4,1,3,2,1
79084,1,4,4,8,1,0,1
79085,0,0,2,4,1,0,1
79086,1,3,8,5,1,0,0
79087,1,5,4,10,1,1,1
79088,1,2,3,10,1,0,2
79089,0,0,4,2,1,1,0
79090,1,2,2,2,1,0,2
79091,1,3,1,4,1,0,0
79092,1,1,4,9,1,1,1
79093,1,0,4,9,1,1,1
79094,1,0,5,9,1,0,0
79095,0,1,3,8,5,2,1
79096,0,3,2,5,1,0,0
79097,1,2,5,4,0,0,0
79098,1,5,4,4,1,0,0
79099,1,0,3,9,1,1,1
79100,1,3,3,0,1,0,1
79101,1,0,6,5,0,0,0
79102,1,3,4,8,0,0,1
79103,1,0,4,4,1,0,2
79104,1,1,2,2,1,0,1
79105,1,1,2,10,1,1,1
79106,1,3,4,2,1,0,0
79107,0,3,5,10,1,0,0
79108,1,1,4,2,1,0,1
79109,1,5,3,9,1,1,1
79110,1,4,4,11,1,0,1
79111,1,2,4,10,0,0,1
79112,0,1,5,2,1,0,0
79113,1,3,4,2,1,0,1
79114,1,2,4,9,1,1,1
79115,1,2,4,1,1,1,1
79116,0,3,4,5,0,4,1
79117,1,5,4,6,1,0,0
79118,1,2,3,8,0,0,1
79119,1,3,5,2,1,0,0
79120,1,3,2,0,0,0,1
79121,1,1,4,1,1,0,1
79122,1,2,5,5,0,0,2
79123,1,2,3,10,0,0,1
79124,1,5,5,9,1,1,1
79125,1,3,5,0,0,0,0
79126,1,3,3,0,1,0,0
79127,1,0,2,10,1,0,1
79128,1,0,5,4,1,0,0
79129,1,3,3,8,1,0,1
79130,0,3,1,1,1,0,1
79131,1,4,3,9,1,1,1
79132,1,3,2,9,1,0,1
79133,1,0,2,2,1,0,1
79134,1,2,4,10,1,0,0
79135,1,3,4,4,0,0,1
79136,1,4,1,9,1,0,1
79137,1,3,5,8,0,0,1
79138,1,0,5,2,0,0,1
79139,1,2,5,10,1,0,0
79140,1,0,2,7,1,0,1
79141,0,0,2,0,1,0,0
79142,1,2,2,5,1,0,1
79143,0,0,3,4,1,0,1
79144,0,0,6,2,1,0,1
79145,1,3,4,8,1,0,0
79146,1,4,1,0,1,0,1
79147,0,0,3,5,0,0,0
79148,1,5,5,10,1,0,0
79149,1,2,4,2,1,0,1
79150,1,4,2,10,1,0,0
79151,1,2,2,6,1,1,0
79152,1,2,2,4,0,0,0
79153,1,5,3,8,1,0,1
79154,1,2,3,3,1,0,0
79155,1,2,3,9,1,1,1
79156,1,3,5,8,1,1,1
79157,1,2,3,0,0,0,0
79158,1,1,3,5,1,0,0
79159,1,2,3,4,1,1,0
79160,1,2,4,10,0,0,0
79161,1,3,2,2,1,0,1
79162,1,0,4,0,1,0,1
79163,1,0,3,4,1,1,1
79164,1,2,5,9,1,0,1
79165,0,0,4,1,1,0,1
79166,1,5,4,4,0,0,0
79167,1,3,5,9,1,1,1
79168,1,0,3,4,1,0,1
79169,0,5,2,0,0,0,1
79170,1,3,5,8,1,0,0
79171,1,5,4,9,1,1,1
79172,1,2,2,3,0,0,0
79173,0,3,2,0,1,0,0
79174,0,0,7,0,1,0,0
79175,0,3,2,0,2,0,0
79176,1,2,3,2,1,0,1
79177,1,2,4,4,1,0,1
79178,1,5,4,2,1,0,0
79179,0,3,3,0,1,0,1
79180,0,1,2,0,1,0,1
79181,0,3,5,5,4,0,0
79182,0,5,3,2,3,2,1
79183,1,2,3,9,1,0,1
79184,1,2,2,0,0,0,1
79185,0,0,5,1,0,0,0
79186,1,0,4,0,0,0,0
79187,1,0,4,4,1,0,1
79188,1,2,1,1,0,0,0
79189,1,0,3,2,1,0,2
79190,1,0,5,2,1,0,0
79191,1,3,8,8,1,0,1
79192,1,4,3,7,0,0,0
79193,1,1,4,0,1,0,1
79194,1,2,2,2,1,0,1
79195,1,2,3,7,1,0,0
79196,1,2,3,10,1,2,0
79197,1,3,3,2,1,0,1
79198,0,0,4,0,1,0,0
79199,0,0,2,0,1,0,0
79200,1,1,2,10,1,0,1
79201,1,4,2,5,1,0,0
79202,1,2,3,9,1,0,1
79203,1,2,2,1,0,0,0
79204,1,3,6,0,1,0,1
79205,0,0,4,5,1,0,0
79206,1,0,5,8,5,2,1
79207,1,2,2,5,0,0,1
79208,1,3,2,4,0,0,1
79209,1,1,4,9,0,0,1
79210,1,3,7,5,1,0,1
79211,1,1,5,8,1,0,1
79212,1,2,3,2,1,1,1
79213,1,2,5,6,1,0,1
79214,1,2,5,5,1,0,1
79215,1,3,4,8,1,0,1
79216,1,1,3,8,1,0,1
79217,0,0,6,3,0,0,0
79218,1,0,2,0,1,0,0
79219,1,1,2,2,1,0,0
79220,1,2,2,0,0,0,0
79221,1,2,3,5,0,0,0
79222,1,0,2,9,1,1,1
79223,1,1,4,5,1,0,1
79224,1,2,3,8,1,0,1
79225,1,2,5,2,1,0,1
79226,0,0,4,4,0,0,1
79227,1,5,4,4,0,0,0
79228,1,5,6,5,0,0,0
79229,1,2,4,5,0,0,0
79230,1,3,2,9,1,0,1
79231,1,5,2,9,1,0,1
79232,0,0,2,5,1,0,0
79233,1,3,5,5,0,0,0
79234,1,4,3,2,1,0,0
79235,1,2,5,7,0,0,1
79236,1,2,5,7,1,1,1
79237,1,0,2,0,1,0,1
79238,1,2,7,4,1,0,1
79239,1,0,5,8,1,0,1
79240,0,3,3,6,1,0,0
79241,1,3,3,5,1,0,0
79242,1,2,2,4,0,0,0
79243,1,0,8,10,1,0,1
79244,1,2,6,10,1,0,0
79245,1,0,3,9,1,1,1
79246,1,5,4,8,1,0,1
79247,0,0,2,8,1,0,1
79248,1,0,1,9,0,0,0
79249,1,1,1,0,1,0,1
79250,1,2,2,2,1,0,1
79251,1,0,2,8,1,0,1
79252,1,1,3,10,1,1,0
79253,1,3,4,7,1,0,1
79254,1,3,2,4,0,0,1
79255,1,2,3,10,1,1,1
79256,1,3,3,2,1,0,1
79257,1,1,5,8,1,0,1
79258,1,3,3,5,1,0,2
79259,1,3,3,2,1,0,1
79260,1,0,3,5,1,0,2
79261,1,3,2,0,1,0,0
79262,0,0,3,5,0,0,0
79263,1,3,2,0,1,0,0
79264,1,2,2,7,0,0,0
79265,1,3,2,0,1,0,0
79266,1,2,4,1,3,2,1
79267,1,4,1,2,1,1,0
79268,1,0,5,2,1,0,1
79269,1,3,2,2,5,2,0
79270,1,3,3,4,1,0,0
79271,1,3,1,0,0,0,0
79272,0,0,4,2,1,0,1
79273,1,3,3,4,0,0,1
79274,1,5,3,9,1,1,1
79275,1,1,3,9,1,0,1
79276,1,5,2,6,0,1,0
79277,1,0,1,0,1,0,0
79278,1,3,2,5,1,0,1
79279,1,0,2,5,2,0,0
79280,1,1,3,9,1,1,1
79281,1,2,2,5,1,0,1
79282,1,5,2,8,1,0,0
79283,1,3,3,2,0,0,0
79284,1,5,6,5,1,0,1
79285,1,1,3,2,1,0,1
79286,1,3,7,5,0,0,0
79287,1,3,4,0,1,0,0
79288,1,5,5,6,0,0,0
79289,1,2,4,7,0,0,0
79290,1,4,2,9,1,1,1
79291,1,2,6,10,1,0,0
79292,1,2,2,8,0,3,2
79293,1,1,1,8,1,0,1
79294,1,3,3,7,1,0,1
79295,1,3,4,2,1,0,1
79296,1,0,2,0,0,0,0
79297,1,4,2,2,1,0,0
79298,1,4,3,2,1,0,1
79299,1,4,1,10,1,3,0
79300,1,0,5,5,1,0,1
79301,1,0,5,4,1,0,0
79302,1,2,2,2,0,0,1
79303,1,2,1,2,1,0,1
79304,1,2,3,2,1,0,1
79305,0,3,5,2,1,0,1
79306,1,2,2,2,1,3,2
79307,1,0,5,0,1,0,1
79308,0,3,3,0,1,0,0
79309,1,0,3,10,0,0,0
79310,0,0,7,2,1,0,2
79311,0,0,4,4,1,0,0
79312,1,2,5,4,0,3,2
79313,1,2,2,4,1,0,1
79314,1,0,2,10,0,0,0
79315,1,3,5,7,1,0,1
79316,1,5,4,10,0,0,0
79317,1,1,2,7,1,1,1
79318,0,3,6,1,1,0,1
79319,1,1,4,10,0,0,2
79320,1,0,5,2,1,0,1
79321,1,3,1,0,1,0,1
79322,1,4,1,11,1,0,1
79323,1,4,4,9,1,1,1
79324,1,5,6,2,1,0,1
79325,0,1,3,2,1,0,0
79326,1,0,4,7,1,0,0
79327,1,1,3,4,1,0,0
79328,1,0,3,2,1,0,2
79329,1,0,5,5,1,0,0
79330,1,2,4,2,0,0,0
79331,1,2,2,0,0,3,1
79332,1,3,2,3,1,0,0
79333,1,3,2,7,1,0,0
79334,0,0,2,0,2,0,1
79335,1,5,5,5,1,0,0
79336,0,0,2,1,3,2,1
79337,1,0,2,2,0,0,0
79338,0,1,4,9,1,0,1
79339,0,3,4,8,3,2,1
79340,0,0,2,5,0,0,0
79341,1,2,4,8,1,0,1
79342,1,1,1,9,1,1,1
79343,0,3,2,0,2,0,0
79344,0,2,1,2,1,0,1
79345,1,0,3,2,1,0,0
79346,1,3,2,7,1,1,1
79347,1,3,3,5,1,0,0
79348,1,4,3,9,1,1,1
79349,1,5,5,5,0,0,0
79350,1,0,5,4,1,1,1
79351,1,2,3,4,1,0,0
79352,1,5,1,5,1,1,1
79353,1,3,1,4,1,0,0
79354,1,2,4,9,1,0,1
79355,1,0,2,0,1,0,1
79356,1,5,12,4,1,0,0
79357,1,2,4,8,1,0,1
79358,1,3,4,0,2,0,0
79359,1,2,3,9,1,0,1
79360,1,0,5,5,1,0,1
79361,0,0,4,2,0,0,0
79362,0,0,4,1,1,0,1
79363,1,2,4,8,0,0,1
79364,1,2,1,2,3,2,1
79365,1,5,5,0,1,0,1
79366,1,5,4,1,0,0,0
79367,1,0,4,9,1,1,1
79368,0,0,5,6,1,0,0
79369,1,3,3,2,1,3,0
79370,1,0,7,10,1,1,0
79371,1,3,1,2,1,3,1
79372,1,3,3,4,0,0,0
79373,1,4,2,9,1,1,1
79374,1,4,2,9,1,0,1
79375,0,1,4,8,1,0,1
79376,1,5,4,1,0,0,0
79377,1,3,3,1,1,0,1
79378,0,0,3,2,1,0,1
79379,1,1,2,4,4,0,0
79380,1,0,2,2,1,0,1
79381,0,0,5,4,0,0,1
79382,1,3,6,6,1,0,1
79383,1,1,1,9,1,1,1
79384,1,2,3,9,1,1,0
79385,1,1,5,0,1,0,2
79386,1,3,2,2,1,0,1
79387,1,1,2,2,0,0,1
79388,1,3,6,4,1,0,1
79389,1,2,3,2,1,0,1
79390,1,2,4,0,1,1,1
79391,1,4,2,9,1,1,1
79392,1,2,3,8,1,0,0
79393,1,0,2,1,1,0,1
79394,1,3,2,2,1,0,0
79395,0,0,5,4,1,3,0
79396,0,0,4,8,1,0,1
79397,1,0,4,10,1,0,0
79398,1,3,4,10,0,1,1
79399,0,3,2,5,1,0,0
79400,0,0,3,2,1,1,0
79401,0,0,1,1,1,0,1
79402,1,3,5,10,1,1,1
79403,1,4,3,10,1,0,1
79404,1,4,3,10,1,1,0
79405,1,2,2,9,0,0,0
79406,1,4,2,2,1,0,1
79407,1,0,2,4,0,0,2
79408,1,2,3,0,0,0,0
79409,1,2,4,2,0,0,0
79410,1,5,3,10,1,1,0
79411,0,0,2,5,1,0,0
79412,1,2,4,8,1,0,0
79413,0,0,4,0,1,0,0
79414,1,0,2,7,1,0,0
79415,0,0,3,8,1,0,1
79416,1,2,4,8,0,0,1
79417,1,2,4,8,1,1,1
79418,1,1,2,0,0,0,0
79419,1,2,2,2,0,1,1
79420,0,1,3,9,1,0,1
79421,1,2,3,10,1,0,0
79422,1,4,3,9,1,0,0
79423,1,2,5,8,1,0,1
79424,0,1,1,1,1,0,1
79425,0,3,3,0,1,0,0
79426,1,2,5,2,0,0,0
79427,1,3,2,2,0,0,0
79428,1,0,2,4,1,0,1
79429,1,1,3,5,0,0,1
79430,1,5,2,0,1,0,0
79431,1,2,4,8,0,0,0
79432,1,2,3,4,1,0,1
79433,1,3,4,4,1,0,1
79434,0,0,5,4,1,0,0
79435,0,0,9,4,1,1,0
79436,0,1,4,1,0,0,1
79437,0,0,2,6,0,0,1
79438,1,3,5,4,0,0,1
79439,1,0,2,0,1,0,1
79440,1,2,3,1,5,2,1
79441,1,2,3,2,0,0,0
79442,1,1,1,9,1,0,1
79443,1,0,3,2,1,0,1
79444,0,3,4,9,1,0,0
79445,1,3,2,4,1,0,0
79446,1,5,4,2,1,0,0
79447,1,0,5,10,1,0,1
79448,1,0,2,5,0,0,0
79449,1,3,2,4,0,0,0
79450,1,3,6,5,0,0,0
79451,1,2,5,5,1,0,0
79452,0,0,2,5,1,3,1
79453,1,2,3,2,1,0,1
79454,0,0,3,5,1,0,1
79455,1,2,4,10,1,0,0
79456,1,2,4,9,1,0,1
79457,1,0,3,5,1,0,1
79458,1,2,4,8,1,0,1
79459,0,0,2,4,1,0,1
79460,0,0,2,0,0,0,0
79461,1,3,2,7,1,0,0
79462,1,3,4,9,0,0,0
79463,1,1,1,5,0,0,1
79464,0,0,2,4,1,0,1
79465,1,2,3,2,1,0,1
79466,1,3,2,9,0,0,0
79467,1,5,1,4,0,0,0
79468,1,3,2,8,0,0,1
79469,1,2,2,0,1,0,0
79470,0,0,2,0,0,0,0
79471,1,3,2,0,0,0,1
79472,1,2,3,10,0,0,0
79473,1,1,2,10,0,1,0
79474,1,3,4,4,1,0,1
79475,0,1,4,8,0,0,0
79476,1,5,2,0,0,0,0
79477,1,3,7,2,1,0,0
79478,0,0,4,5,0,0,1
79479,1,1,5,5,1,0,1
79480,1,0,4,3,0,0,0
79481,1,2,3,3,1,0,0
79482,1,3,1,10,1,0,1
79483,1,5,2,5,1,0,1
79484,1,2,2,2,1,0,1
79485,1,2,3,5,1,0,1
79486,1,0,4,8,1,0,1
79487,1,2,2,5,0,0,0
79488,1,2,2,8,1,0,1
79489,1,5,2,6,1,0,1
79490,0,1,3,0,1,0,0
79491,1,1,2,4,1,0,1
79492,1,3,1,5,0,0,1
79493,0,5,8,2,1,0,1
79494,1,4,4,2,5,2,1
79495,1,2,5,10,1,0,1
79496,1,4,4,11,1,1,1
79497,1,2,7,2,1,0,0
79498,1,1,2,7,0,0,1
79499,1,4,4,8,1,0,1
79500,1,3,3,10,1,1,0
79501,1,3,3,8,0,0,1
79502,0,0,5,8,1,0,1
79503,1,5,4,10,1,1,0
79504,1,2,5,8,1,0,0
79505,1,2,10,10,1,3,1
79506,1,0,2,0,1,0,0
79507,1,2,3,8,1,0,0
79508,1,4,4,2,1,0,0
79509,1,2,3,9,1,0,1
79510,1,4,2,12,1,1,1
79511,1,3,4,4,0,0,1
79512,1,5,6,8,1,0,0
79513,0,1,1,6,0,1,0
79514,1,3,3,2,1,0,1
79515,0,0,3,10,1,0,0
79516,1,4,2,9,1,0,1
79517,1,3,4,2,1,0,1
79518,1,3,2,5,1,0,1
79519,1,2,4,5,1,0,0
79520,0,0,2,1,0,0,0
79521,0,0,4,2,0,0,0
79522,1,0,3,5,1,0,0
79523,1,2,2,10,1,1,1
79524,1,3,4,5,1,0,1
79525,1,2,3,2,1,0,1
79526,1,2,3,2,1,0,0
79527,1,2,4,5,1,0,1
79528,0,0,5,5,1,0,1
79529,0,0,3,2,1,0,0
79530,1,2,2,7,1,0,1
79531,1,5,5,2,1,0,0
79532,1,4,5,2,1,1,0
79533,0,0,3,4,0,0,0
79534,1,0,2,9,1,0,1
79535,0,0,5,10,1,0,2
79536,1,3,2,2,1,0,0
79537,1,1,1,2,1,0,1
79538,1,4,2,9,1,1,1
79539,1,3,2,8,0,0,1
79540,1,3,2,2,1,0,1
79541,1,0,2,9,1,1,1
79542,1,3,2,3,1,0,1
79543,1,0,6,6,1,0,1
79544,1,2,2,9,0,0,0
79545,1,4,4,9,1,0,1
79546,1,0,4,4,1,0,0
79547,1,0,4,8,1,0,1
79548,1,2,3,2,0,0,1
79549,1,4,1,9,1,1,0
79550,1,0,2,5,1,0,0
79551,1,4,1,9,1,0,1
79552,0,5,5,7,0,0,1
79553,1,0,5,2,5,2,1
79554,1,2,2,10,1,0,0
79555,1,0,5,5,1,0,0
79556,1,2,8,0,0,0,0
79557,1,0,1,9,1,1,1
79558,1,2,4,2,1,0,0
79559,0,0,2,2,0,0,0
79560,1,5,2,5,1,0,0
79561,1,0,3,8,1,0,1
79562,0,3,2,0,1,0,0
79563,0,0,2,0,1,0,0
79564,1,3,3,3,1,0,0
79565,1,0,4,1,3,2,1
79566,1,1,4,1,1,0,1
79567,1,3,4,1,1,0,0
79568,0,0,2,5,1,0,0
79569,1,0,2,2,0,0,0
79570,1,2,6,0,1,0,1
79571,1,4,2,9,1,0,1
79572,1,0,2,8,1,0,1
79573,1,4,3,11,1,1,1
79574,1,3,3,5,1,0,0
79575,1,4,3,10,1,0,0
79576,1,0,4,1,1,2,1
79577,0,0,2,5,0,0,2
79578,1,3,4,4,0,0,1
79579,1,1,5,9,1,0,1
79580,1,3,4,2,1,0,0
79581,1,0,8,4,1,0,0
79582,0,0,2,0,1,0,0
79583,1,5,10,5,1,0,2
79584,1,5,2,6,1,0,0
79585,0,5,3,2,0,0,1
79586,1,5,4,9,1,0,1
79587,1,4,2,4,1,0,1
79588,1,5,1,10,0,0,0
79589,1,3,5,8,0,0,1
79590,1,4,3,9,1,1,1
79591,1,0,7,5,0,1,2
79592,1,0,4,5,0,0,0
79593,0,1,1,4,1,3,1
79594,1,5,4,2,0,0,0
79595,1,2,3,6,1,1,0
79596,1,2,1,9,1,0,0
79597,1,5,2,2,1,0,1
79598,1,0,4,1,0,0,2
79599,0,0,3,4,0,0,1
79600,1,2,3,5,1,0,1
79601,0,0,2,0,0,0,0
79602,0,2,2,5,1,0,0
79603,0,3,3,0,0,4,0
79604,1,3,8,5,2,0,1
79605,1,1,4,10,1,0,2
79606,1,2,5,1,1,0,1
79607,1,0,2,9,1,0,1
79608,1,2,5,4,1,0,1
79609,1,0,6,8,0,0,1
79610,1,2,1,10,1,0,1
79611,1,0,1,9,1,1,1
79612,0,0,3,5,1,0,1
79613,0,0,2,0,1,0,1
79614,1,4,4,8,1,0,1
79615,1,2,2,12,1,0,0
79616,1,4,4,10,1,3,2
79617,1,2,4,9,0,0,1
79618,1,2,5,8,1,1,1
79619,1,2,9,7,0,0,2
79620,0,0,2,0,1,3,2
79621,1,3,8,8,1,0,1
79622,1,2,4,9,1,1,1
79623,1,2,2,2,1,0,1
79624,1,3,4,5,1,0,1
79625,1,0,4,2,1,0,1
79626,0,3,2,0,1,0,1
79627,0,0,4,7,0,0,0
79628,0,3,2,3,1,0,0
79629,1,5,3,9,1,1,1
79630,1,2,2,10,0,0,0
79631,1,1,6,0,1,0,0
79632,1,2,3,10,1,0,1
79633,0,0,2,5,1,0,1
79634,1,0,5,10,0,4,1
79635,1,0,3,4,0,0,0
79636,0,0,3,5,1,0,1
79637,1,5,5,7,1,0,0
79638,1,3,3,2,1,0,0
79639,1,1,1,3,0,0,0
79640,1,0,2,0,0,0,0
79641,1,3,7,5,0,0,1
79642,0,3,3,8,1,0,1
79643,1,2,5,2,0,0,1
79644,1,3,4,2,1,0,1
79645,1,3,3,2,1,0,0
79646,1,4,4,7,1,3,2
79647,1,0,4,11,1,1,1
79648,1,2,5,10,1,0,1
79649,1,5,2,2,0,0,2
79650,1,2,2,9,1,0,1
79651,1,2,2,4,0,0,0
79652,1,2,6,4,1,0,0
79653,1,2,7,4,1,3,1
79654,1,2,6,1,1,0,2
79655,0,1,1,0,0,0,1
79656,1,2,4,2,1,1,1
79657,1,2,2,10,1,0,1
79658,1,2,3,9,1,0,1
79659,1,5,3,2,1,0,1
79660,0,0,5,0,1,0,0
79661,1,4,4,1,1,0,1
79662,1,2,5,4,0,0,0
79663,1,4,5,9,1,0,1
79664,1,2,3,0,1,0,0
79665,0,3,3,5,0,0,0
79666,1,1,2,4,1,0,1
79667,1,2,1,2,1,0,1
