,area,n_soceco,per_x_hog,educ,afil_sisprev,sprev_salud,activ
40612,1,3,6,10,1,2,0
40613,1,0,6,4,0,0,2
40614,0,0,4,4,1,0,0
40615,0,0,1,0,1,0,1
40616,1,5,3,6,1,0,0
40617,1,0,5,9,1,0,1
40618,1,4,4,1,1,0,1
40619,1,2,2,2,1,0,1
40620,1,5,1,2,0,0,1
40621,1,4,2,2,1,0,0
40622,0,0,1,0,1,0,0
40623,1,2,2,4,1,0,1
40624,1,0,7,2,1,0,0
40625,1,4,3,1,0,0,1
40626,0,1,5,1,1,0,1
40627,1,4,1,2,0,0,0
40628,1,2,3,10,1,3,0
40629,0,3,2,0,1,0,0
40630,0,1,3,4,0,0,1
40631,1,3,3,4,1,0,0
40632,1,2,4,2,0,0,1
40633,1,0,3,6,1,0,0
40634,1,0,4,10,1,0,0
40635,1,2,4,2,1,0,0
40636,1,2,2,5,0,0,0
40637,1,4,4,2,1,0,1
40638,1,3,4,1,1,0,0
40639,0,0,3,8,1,0,2
40640,0,1,3,8,0,0,1
40641,1,2,3,8,1,0,0
40642,1,0,2,5,0,0,0
40643,0,1,2,1,1,0,1
40644,1,3,4,2,1,0,0
40645,1,2,3,4,1,0,0
40646,1,2,2,1,1,0,1
40647,1,0,3,6,1,0,1
40648,1,3,5,10,1,0,0
40649,1,4,5,8,0,0,0
40650,1,4,3,4,1,1,0
40651,1,0,2,0,1,1,1
40652,1,1,3,10,1,0,1
40653,1,0,3,2,1,0,0
40654,1,0,2,6,1,0,1
40655,1,3,2,5,4,0,0
40656,1,3,3,2,1,0,1
40657,0,0,1,5,1,0,0
40658,0,0,2,10,1,0,1
40659,1,5,1,4,0,0,0
40660,1,4,4,2,1,0,1
40661,0,0,3,5,1,0,0
40662,1,4,4,6,1,0,0
40663,1,0,3,3,1,0,0
40664,1,4,3,4,1,0,0
40665,1,2,4,10,1,0,0
40666,1,2,1,1,0,0,1
40667,1,2,2,2,0,0,1
40668,1,2,4,7,1,0,0
40669,1,2,2,9,1,0,0
40670,1,3,2,11,1,1,1
40671,1,4,2,9,1,1,1
40672,1,0,3,4,1,0,0
40673,1,2,2,4,0,0,2
40674,1,2,3,2,1,0,1
40675,1,2,3,9,1,0,1
40676,1,0,2,2,0,0,2
40677,1,5,4,1,1,0,1
40678,1,2,3,10,1,0,0
40679,1,1,3,2,1,0,1
40680,1,3,4,1,1,0,1
40681,1,1,5,2,1,0,1
40682,1,0,4,1,1,0,1
40683,1,3,2,4,1,0,0
40684,1,2,1,3,0,0,0
40685,1,4,2,2,1,1,1
40686,1,3,3,9,1,1,1
40687,1,2,3,2,0,0,1
40688,1,0,2,6,1,0,0
40689,1,4,4,1,1,2,0
40690,1,1,4,4,1,0,1
40691,1,4,2,9,1,1,1
40692,1,4,5,2,1,1,1
40693,1,2,3,9,1,0,1
40694,1,2,4,2,0,0,2
40695,1,0,3,8,1,0,1
40696,1,2,4,4,1,0,1
40697,1,3,3,2,1,0,1
40698,0,0,6,0,0,0,0
40699,1,2,2,2,1,0,0
40700,1,1,2,2,1,1,1
40701,1,1,4,2,1,0,1
40702,1,2,3,9,0,0,0
40703,1,4,3,10,1,0,1
40704,1,2,3,3,1,2,0
40705,0,3,2,0,1,0,0
40706,0,3,2,10,1,0,0
40707,1,4,3,9,1,0,1
40708,1,2,2,2,0,0,0
40709,1,3,7,4,1,0,0
40710,0,0,2,3,1,0,0
40711,1,0,2,1,1,0,2
40712,1,4,1,1,0,0,1
40713,1,2,4,5,0,0,0
40714,1,2,4,2,0,0,1
40715,1,3,2,2,1,0,1
40716,1,3,2,6,1,0,0
40717,1,5,2,9,1,0,0
40718,1,0,3,7,0,2,2
40719,0,0,4,2,0,0,0
40720,1,0,3,10,1,3,0
40721,1,0,1,2,2,0,1
40722,1,2,4,1,1,0,2
40723,1,2,4,5,0,0,2
40724,1,4,1,9,1,1,1
40725,0,1,4,4,1,0,0
40726,1,4,2,9,1,1,1
40727,0,0,5,2,0,0,1
40728,1,5,4,1,0,0,0
40729,1,3,2,2,1,0,0
40730,1,0,5,5,1,0,1
40731,1,3,3,0,1,4,0
40732,0,0,2,0,0,3,0
40733,1,5,4,9,1,1,1
40734,1,1,7,4,0,0,0
40735,0,1,5,0,1,0,1
40736,1,3,5,2,1,0,1
40737,1,3,1,0,1,0,0
40738,1,2,1,0,0,0,1
40739,1,4,5,1,0,0,1
40740,1,0,2,0,1,0,0
40741,1,4,4,8,1,0,1
40742,0,0,3,2,0,0,1
40743,1,0,3,8,1,0,2
40744,1,0,2,5,0,0,0
40745,1,4,4,1,1,1,2
40746,1,3,2,2,1,0,0
40747,1,2,4,10,1,1,0
40748,1,5,2,6,1,0,0
40749,0,1,1,0,1,0,0
40750,1,5,2,8,0,0,1
40751,1,2,2,2,0,0,1
40752,0,3,2,2,1,0,1
40753,1,0,4,8,1,0,1
40754,1,3,4,2,0,0,1
40755,1,1,3,2,0,0,1
40756,1,2,3,4,1,0,0
40757,1,0,4,4,1,0,0
40758,1,0,3,4,1,0,0
40759,1,0,2,2,1,0,1
40760,0,3,4,2,0,0,0
40761,0,0,1,0,0,0,1
40762,1,2,3,9,1,0,1
40763,1,5,2,5,1,0,0
40764,1,0,2,5,1,3,1
40765,0,0,2,0,1,0,0
40766,1,0,1,8,1,0,1
40767,1,2,4,1,0,0,0
40768,1,4,2,8,1,0,1
40769,1,4,3,10,1,0,0
40770,1,3,2,0,0,0,1
40771,1,0,1,11,1,0,1
40772,1,0,2,4,1,0,0
40773,1,3,3,2,1,0,1
40774,1,3,3,0,1,0,1
40775,1,0,3,8,1,0,1
40776,1,3,6,0,1,0,1
40777,1,2,5,8,0,0,0
40778,1,3,5,2,0,0,1
40779,0,3,5,4,1,0,0
40780,1,2,2,5,1,0,0
40781,1,2,4,2,0,0,1
40782,1,0,4,2,0,0,0
40783,1,3,4,2,1,0,1
40784,0,0,4,2,1,0,1
40785,1,2,2,8,0,0,1
40786,1,2,2,4,0,0,0
40787,1,4,5,2,1,0,1
40788,1,2,4,1,1,0,1
40789,1,4,3,10,1,1,0
40790,1,5,1,8,1,0,1
40791,1,2,1,10,1,0,1
40792,1,2,2,9,1,0,0
40793,0,0,3,4,1,0,0
40794,1,1,4,8,1,0,0
40795,1,3,5,10,1,0,0
40796,0,0,5,2,1,0,1
40797,1,3,3,4,1,0,1
40798,1,0,9,6,1,0,1
40799,0,0,5,5,0,0,1
40800,0,0,4,8,0,0,0
40801,0,0,3,0,0,0,0
40802,1,3,5,5,0,0,1
40803,1,3,4,5,1,0,1
40804,1,2,2,1,1,0,1
40805,1,1,2,2,1,0,1
40806,1,3,4,9,1,0,1
40807,1,1,3,2,0,0,0
40808,1,2,2,4,1,0,1
40809,1,4,5,9,1,1,1
40810,0,1,4,2,1,0,1
40811,1,2,4,2,1,0,1
40812,1,5,2,0,1,0,0
40813,0,0,2,0,1,0,0
40814,0,2,2,6,1,0,0
40815,1,4,3,2,1,0,1
40816,1,0,5,2,3,2,1
40817,1,2,5,8,1,0,1
40818,0,0,4,5,1,0,0
40819,1,2,3,9,0,0,0
40820,0,0,5,2,0,0,0
40821,1,2,6,2,1,0,1
40822,0,3,3,8,1,0,0
40823,1,2,2,2,0,0,0
40824,1,5,5,2,1,0,1
40825,1,2,4,5,1,0,1
40826,1,0,1,4,1,0,1
40827,1,3,2,9,1,0,1
40828,1,0,7,2,1,0,1
40829,1,2,1,1,4,1,0
40830,0,0,3,0,1,0,1
40831,1,4,4,4,1,1,0
40832,1,5,2,9,0,1,0
40833,0,3,2,0,0,0,1
40834,1,3,5,5,1,2,0
40835,1,2,4,2,0,0,1
40836,0,0,3,3,1,0,0
40837,1,3,5,6,1,0,0
40838,0,0,6,5,1,0,0
40839,0,0,3,9,1,0,1
40840,1,3,2,0,1,0,0
40841,0,0,5,5,1,0,0
40842,1,3,4,6,1,0,0
40843,1,5,3,9,1,0,1
40844,1,3,2,2,1,0,1
40845,1,4,2,9,1,1,1
40846,0,1,6,6,0,0,0
40847,0,0,3,5,1,3,0
40848,0,5,3,2,1,0,0
40849,1,0,1,3,1,0,0
40850,0,0,1,1,1,0,1
40851,1,4,4,5,1,0,1
40852,0,0,4,2,1,0,0
40853,0,0,3,0,1,0,0
40854,0,3,6,5,0,1,2
40855,1,0,2,0,1,0,0
40856,0,3,3,8,1,0,1
40857,1,2,3,9,1,1,1
40858,1,2,4,8,1,1,1
40859,1,0,2,4,0,0,0
40860,0,0,2,0,1,0,0
40861,0,0,2,4,1,0,0
40862,1,0,2,5,0,0,1
40863,0,0,7,2,1,0,2
40864,1,3,2,5,0,0,0
40865,1,0,4,2,0,0,1
40866,1,4,2,5,1,0,1
40867,1,3,4,2,0,0,1
40868,1,2,4,8,1,0,1
40869,1,3,3,2,0,0,1
40870,1,3,9,2,1,2,0
40871,1,0,3,7,0,0,1
40872,1,5,2,1,1,1,1
40873,1,1,6,2,1,3,0
40874,1,5,3,2,1,0,1
40875,1,5,4,8,1,0,2
40876,0,0,3,7,1,0,2
40877,1,4,3,10,1,1,0
40878,1,0,6,4,0,0,1
40879,1,2,3,4,1,1,0
40880,1,3,3,4,1,0,1
40881,1,0,3,9,0,0,1
40882,1,2,3,0,0,0,2
40883,1,1,2,4,1,0,0
40884,1,0,2,2,1,0,1
40885,1,2,4,8,1,0,1
40886,0,5,1,0,1,0,0
40887,1,0,5,6,1,0,0
40888,0,0,1,5,1,0,1
40889,1,4,2,2,1,0,1
40890,1,4,4,10,1,0,0
40891,1,0,3,0,1,0,0
40892,1,1,3,0,1,0,0
40893,0,0,5,1,1,0,1
40894,0,0,2,3,1,0,0
40895,1,0,4,5,1,3,0
40896,1,2,2,4,0,0,1
40897,1,4,2,4,1,0,0
40898,1,0,5,5,0,0,0
40899,1,4,3,10,1,1,0
40900,1,0,2,3,1,0,0
40901,1,2,6,7,1,0,1
40902,1,2,4,7,1,0,1
40903,1,4,4,4,1,0,0
40904,1,2,4,8,1,0,1
40905,0,3,2,5,0,0,0
40906,1,2,3,2,1,0,1
40907,1,3,3,7,0,0,1
40908,1,0,4,4,1,0,0
40909,1,1,2,9,1,0,1
40910,1,5,2,2,1,0,1
40911,1,5,4,8,1,1,1
40912,1,2,3,4,1,0,1
40913,1,0,4,2,1,0,1
40914,1,3,8,3,1,3,0
40915,1,3,5,8,1,0,0
40916,1,0,7,2,1,0,1
40917,1,2,3,8,1,0,1
40918,1,2,3,10,0,0,0
40919,1,0,1,3,0,0,1
40920,1,1,4,4,1,0,0
40921,1,5,4,12,1,1,1
40922,1,2,4,10,1,0,0
40923,0,0,3,2,1,0,0
40924,1,1,5,2,1,0,0
40925,1,3,1,2,0,0,2
40926,1,2,4,3,1,0,0
40927,1,1,8,5,0,3,1
40928,1,3,5,5,1,0,1
40929,1,2,5,1,1,0,1
40930,1,2,2,9,1,0,1
40931,0,0,4,2,0,0,1
40932,0,0,3,0,0,0,0
40933,1,0,5,4,1,0,0
40934,0,0,5,1,0,0,2
40935,1,4,4,2,0,0,1
40936,1,2,5,2,1,0,0
40937,1,2,4,2,0,0,0
40938,1,2,3,0,0,0,0
40939,1,4,2,2,1,0,1
40940,0,0,4,9,1,0,1
40941,1,4,2,9,1,0,1
40942,1,2,2,6,0,0,2
40943,1,0,5,2,0,0,0
40944,1,2,4,2,1,0,1
40945,0,3,4,7,1,0,2
40946,1,0,2,3,1,0,0
40947,1,5,5,2,0,0,0
40948,1,4,3,1,1,1,1
40949,1,0,4,2,0,0,1
40950,1,0,3,4,1,0,0
40951,1,0,4,6,1,0,0
40952,1,2,4,0,0,0,0
40953,0,0,2,1,1,0,1
40954,1,0,2,10,3,0,0
40955,1,2,4,9,1,0,0
40956,0,0,2,1,1,0,1
40957,1,0,5,2,1,0,1
40958,0,3,4,5,1,0,1
40959,0,0,4,4,1,0,0
40960,1,0,2,5,1,0,1
40961,1,3,2,2,1,3,1
40962,1,4,3,6,1,0,0
40963,1,3,2,0,0,0,1
40964,1,4,2,9,1,1,1
40965,1,5,5,9,1,1,1
40966,1,2,3,2,1,0,0
40967,1,3,3,4,0,0,0
40968,1,1,1,2,0,0,1
40969,1,3,5,2,1,0,1
40970,0,0,2,9,1,1,1
40971,1,4,5,2,1,0,0
40972,1,2,3,3,1,0,0
40973,1,5,3,0,0,0,0
40974,1,4,2,4,0,0,0
40975,1,5,2,9,0,1,0
40976,1,2,6,6,0,0,1
40977,1,0,1,1,1,0,1
40978,1,3,2,0,1,0,1
40979,1,2,2,4,1,0,0
40980,1,2,2,2,1,0,0
40981,0,0,3,5,1,0,0
40982,1,5,5,4,1,0,1
40983,1,2,6,8,1,0,2
40984,1,2,2,2,1,0,0
40985,0,0,3,3,2,0,0
40986,1,3,1,2,1,0,1
40987,1,4,4,10,1,1,0
40988,1,5,1,5,0,0,0
40989,1,2,5,2,1,3,1
40990,0,0,1,0,1,3,0
40991,1,3,2,6,0,0,0
40992,1,1,3,2,1,0,1
40993,1,2,3,8,1,0,0
40994,0,3,4,9,0,0,0
40995,1,4,2,4,1,0,2
40996,0,3,3,4,1,0,0
40997,1,0,5,2,1,0,1
40998,1,3,3,0,1,0,0
40999,1,4,4,9,1,0,0
41000,1,3,3,3,1,3,1
41001,1,0,3,1,1,0,1
41002,1,4,4,10,1,1,0
41003,1,0,6,6,1,0,0
41004,1,0,3,10,1,0,0
41005,1,2,1,2,1,0,2
41006,0,1,4,5,1,0,1
41007,1,3,2,2,0,0,0
41008,1,1,4,9,1,1,1
41009,1,3,4,10,1,0,0
41010,1,3,5,10,1,0,1
41011,1,3,5,2,1,1,0
41012,1,3,4,4,1,0,1
41013,1,0,7,3,0,0,0
41014,0,0,4,2,1,0,0
41015,1,3,4,0,1,3,1
41016,1,4,4,10,1,1,0
41017,0,3,4,1,1,1,0
41018,0,0,4,0,1,0,1
41019,1,0,3,10,0,0,0
41020,1,4,2,10,1,0,0
41021,1,3,3,2,0,0,0
41022,1,4,1,2,1,0,1
41023,0,1,2,9,0,1,0
41024,1,2,6,10,0,0,0
41025,1,1,5,4,1,0,0
41026,0,0,5,4,1,0,1
41027,1,0,4,0,0,0,1
41028,1,0,2,4,1,0,1
41029,0,0,3,5,0,0,0
41030,1,2,4,2,1,0,0
41031,1,2,4,4,0,0,1
41032,1,2,5,4,1,0,0
41033,1,2,4,9,1,1,1
41034,1,0,5,2,1,0,2
41035,1,2,1,4,0,0,1
41036,1,2,4,2,0,0,0
41037,1,2,3,9,1,1,0
41038,1,5,4,5,1,0,1
41039,1,3,1,5,0,0,0
41040,0,5,3,9,1,0,1
41041,1,0,5,10,1,1,0
41042,1,5,4,2,1,1,0
41043,1,3,4,8,0,0,1
41044,1,2,3,2,1,0,1
41045,1,3,2,0,1,0,0
41046,1,3,2,0,0,0,2
41047,1,4,4,9,1,1,1
41048,1,3,2,4,1,0,0
41049,1,2,4,2,1,0,1
41050,1,5,2,11,1,1,1
41051,1,3,4,0,1,0,0
41052,1,2,3,2,1,0,1
41053,1,3,6,4,0,0,0
41054,0,3,6,0,1,0,0
41055,1,2,5,7,1,0,1
41056,1,3,3,0,1,0,0
41057,1,0,5,2,1,0,1
41058,1,4,3,10,1,1,1
41059,1,3,5,2,1,3,1
41060,1,2,4,4,1,0,0
41061,0,0,3,0,1,0,0
41062,1,0,4,9,0,0,1
41063,1,4,4,2,1,0,0
41064,1,3,3,5,1,0,1
41065,1,3,2,6,1,0,0
41066,0,3,4,0,1,0,1
41067,1,5,1,3,0,0,0
41068,0,0,6,6,1,0,0
41069,1,3,4,5,1,0,1
41070,1,2,9,10,1,0,2
41071,1,0,3,4,1,0,0
41072,1,1,3,9,1,0,1
41073,0,2,2,0,1,0,1
41074,1,3,2,2,1,0,1
41075,1,3,2,8,1,0,1
41076,1,4,1,9,1,1,1
41077,1,2,4,10,0,0,1
41078,1,1,1,9,1,0,1
41079,0,0,3,6,1,0,1
41080,0,1,6,0,0,0,0
41081,1,0,8,5,1,0,1
41082,1,2,4,2,5,2,1
41083,1,3,4,5,1,0,1
41084,1,5,1,9,1,1,1
41085,1,1,2,2,0,0,1
41086,1,3,3,4,1,1,1
41087,1,5,1,4,1,0,0
41088,1,2,5,10,1,0,0
41089,0,0,3,0,1,0,0
41090,1,0,2,1,0,0,0
41091,1,3,3,5,1,0,0
41092,0,0,2,0,1,0,0
41093,1,0,5,4,1,0,0
41094,1,3,1,0,0,0,0
41095,1,1,3,2,1,0,1
41096,1,3,5,4,1,0,0
41097,1,1,3,4,0,0,1
41098,0,3,3,5,1,0,0
41099,1,2,4,10,1,0,0
41100,0,3,2,4,0,0,0
41101,1,0,4,2,1,0,1
41102,1,0,4,7,1,0,0
41103,1,1,5,2,1,0,1
41104,1,3,2,10,1,0,0
41105,1,2,3,4,1,0,1
41106,1,2,4,0,0,0,0
41107,0,3,4,8,0,0,1
41108,0,0,2,0,1,0,1
41109,1,2,5,7,0,0,0
41110,1,2,3,1,1,0,1
41111,1,0,2,8,1,3,1
41112,1,4,2,1,1,0,1
41113,1,2,3,1,1,0,0
41114,0,0,4,0,0,0,0
41115,1,4,4,8,1,0,1
41116,1,0,2,10,1,0,0
41117,1,0,2,3,0,0,0
41118,1,2,4,4,1,0,0
41119,0,0,1,4,1,0,1
41120,1,3,4,2,1,0,1
41121,1,1,2,1,0,0,2
41122,1,5,5,2,1,0,1
41123,1,5,2,0,1,0,1
41124,1,4,3,9,1,1,1
41125,0,0,3,4,1,0,0
41126,1,0,1,2,1,0,1
41127,1,3,3,9,1,0,1
41128,1,0,2,2,1,0,1
41129,1,5,4,4,1,0,2
41130,1,3,3,0,1,0,0
41131,1,0,4,6,1,0,1
41132,1,0,5,4,1,0,1
41133,1,2,3,4,1,1,0
41134,1,3,2,5,0,0,0
41135,1,3,4,5,1,0,1
41136,0,0,2,4,1,0,0
41137,1,3,6,0,1,0,0
41138,1,5,5,9,1,1,1
41139,1,2,2,8,1,0,1
41140,0,0,3,5,0,0,1
41141,1,1,4,9,1,0,1
41142,1,2,3,0,0,0,0
41143,1,2,2,2,1,0,1
41144,1,3,4,4,1,0,0
41145,1,1,3,0,0,0,1
41146,1,2,6,8,1,0,0
41147,0,2,4,2,1,0,1
41148,1,2,1,1,0,0,0
41149,1,2,1,9,2,0,0
41150,1,4,2,10,1,1,1
41151,0,0,6,2,0,0,0
41152,1,2,4,9,1,1,1
41153,1,2,3,6,1,0,1
41154,1,1,2,0,0,0,1
41155,1,2,4,10,1,0,0
41156,1,0,5,0,1,0,1
41157,1,0,4,0,0,0,1
41158,1,3,5,0,1,0,0
41159,1,5,2,3,1,0,1
41160,1,0,4,2,1,0,1
41161,1,1,1,0,1,0,0
41162,1,5,1,2,1,0,0
41163,1,2,5,8,1,0,1
41164,1,0,4,10,1,0,2
41165,1,3,5,2,0,0,1
41166,1,2,5,1,1,1,1
41167,1,3,3,4,1,0,1
41168,1,1,4,8,1,0,1
41169,1,2,2,10,1,1,1
41170,1,2,3,9,1,1,1
41171,1,4,3,9,1,1,1
41172,1,3,6,2,0,0,1
41173,1,2,3,9,1,1,1
41174,1,0,3,6,1,0,0
41175,1,2,3,5,0,0,1
41176,1,0,2,2,1,0,1
41177,1,2,8,8,1,0,1
41178,0,0,3,2,1,0,1
41179,1,3,5,10,1,1,0
41180,1,4,4,2,0,0,0
41181,0,0,3,2,0,0,0
41182,1,3,6,2,1,0,1
41183,1,4,2,8,0,0,0
41184,1,2,3,7,1,0,1
41185,1,2,1,5,0,0,1
41186,1,3,7,2,1,0,1
41187,1,4,3,9,1,0,1
41188,1,2,5,2,1,0,0
41189,1,3,4,4,1,0,1
41190,0,3,3,8,0,0,0
41191,1,5,4,11,0,3,0
41192,1,0,4,9,1,0,1
41193,1,4,3,9,1,1,1
41194,1,0,4,1,1,0,1
41195,1,2,2,10,1,0,1
41196,1,3,4,0,1,1,1
41197,1,3,2,0,1,0,0
41198,0,3,4,4,0,0,0
41199,1,3,4,8,0,0,0
41200,1,1,2,2,1,0,0
41201,1,1,3,10,1,0,0
41202,1,2,2,0,1,0,1
41203,1,3,3,8,1,0,1
41204,1,3,1,0,0,0,1
41205,1,0,3,1,1,0,1
41206,1,0,5,8,1,0,1
41207,0,0,5,0,1,0,0
41208,1,2,3,2,1,0,0
41209,0,0,1,1,0,0,0
41210,1,2,5,0,0,0,0
41211,1,0,6,2,1,0,1
41212,0,0,5,5,0,0,0
41213,1,1,2,0,0,0,0
41214,1,0,4,2,1,0,1
41215,0,0,4,2,1,0,1
41216,1,1,3,0,0,0,1
41217,1,3,2,10,1,0,1
41218,1,4,3,1,1,0,1
41219,1,3,5,4,1,0,1
41220,1,2,4,2,0,0,1
41221,1,3,2,9,1,0,0
41222,1,0,5,0,1,0,0
41223,1,2,2,8,0,0,1
41224,1,0,7,2,1,0,0
41225,1,0,5,2,0,0,0
41226,0,1,1,0,1,3,1
41227,1,4,5,9,1,0,1
41228,0,1,3,8,1,0,1
41229,1,3,2,5,1,0,0
41230,1,0,4,9,1,0,1
41231,1,2,9,5,0,0,0
41232,1,2,4,0,1,0,1
41233,1,5,5,5,1,0,1
41234,1,1,3,2,1,0,1
41235,1,0,5,2,1,0,1
41236,1,2,3,2,1,0,1
41237,0,0,1,9,0,0,0
41238,0,3,3,6,1,0,0
41239,0,0,4,0,1,0,1
41240,1,0,3,2,0,0,0
41241,1,0,5,2,0,0,1
41242,1,5,3,9,1,1,1
41243,1,4,4,2,1,3,1
41244,1,1,3,4,0,0,1
41245,1,1,1,7,0,0,1
41246,0,3,2,5,0,0,0
41247,1,5,6,10,1,1,1
41248,0,0,4,2,1,0,0
41249,1,2,8,4,1,0,0
41250,1,3,5,8,1,0,1
41251,1,0,3,7,0,0,0
41252,1,0,4,2,0,0,1
41253,0,0,2,5,1,0,1
41254,1,4,7,9,2,1,0
41255,1,3,1,2,0,0,1
41256,1,2,2,0,1,0,0
41257,1,2,4,8,0,0,1
41258,1,1,1,0,0,0,0
41259,1,4,2,1,1,0,0
41260,1,1,6,2,0,0,0
41261,0,0,6,2,1,0,0
41262,1,3,4,4,1,0,0
41263,1,2,3,4,1,0,2
41264,0,0,3,2,1,0,1
41265,1,0,5,10,1,1,0
41266,1,3,7,10,1,0,0
41267,0,3,3,2,1,0,1
41268,0,1,3,5,1,0,0
41269,1,2,4,6,1,0,1
41270,1,2,5,2,1,0,1
41271,1,2,3,8,1,1,1
41272,1,2,5,4,1,0,0
41273,0,0,5,3,1,0,0
41274,1,3,3,4,0,0,0
41275,0,0,5,5,1,0,0
41276,1,4,2,2,1,0,1
41277,0,3,3,2,1,0,0
41278,1,1,1,0,1,0,0
41279,1,2,1,5,0,0,0
41280,1,3,3,5,0,0,0
41281,1,2,5,4,1,0,0
41282,1,0,2,0,1,0,0
41283,0,0,2,5,0,0,1
41284,0,0,3,0,1,0,1
41285,1,2,3,1,1,0,1
41286,1,4,4,9,1,0,1
41287,1,0,4,0,0,0,1
41288,1,3,2,0,0,0,2
41289,1,3,2,0,1,0,0
41290,0,0,8,4,1,0,1
41291,1,3,3,2,1,0,1
41292,1,2,5,8,1,0,1
41293,1,4,3,9,1,0,1
41294,0,5,4,2,0,0,1
41295,1,0,3,4,1,0,0
41296,1,5,1,1,1,0,1
41297,1,5,1,4,0,0,0
41298,1,3,4,1,1,0,1
41299,1,2,5,2,0,0,1
41300,1,2,4,4,1,0,1
41301,1,0,2,2,1,0,1
41302,1,3,3,2,0,0,0
41303,0,0,2,5,0,0,1
41304,1,5,3,2,1,1,1
41305,1,2,6,0,0,0,0
41306,1,0,2,8,1,1,1
41307,1,3,3,0,1,0,0
41308,1,0,4,8,1,0,1
41309,1,3,1,5,0,0,0
41310,1,3,4,1,0,0,1
41311,1,0,4,8,1,0,1
41312,1,2,3,0,1,0,2
41313,0,1,2,0,1,0,0
41314,1,4,4,9,1,1,1
41315,1,2,2,2,1,1,0
41316,1,1,4,5,1,0,1
41317,1,3,2,2,1,0,1
41318,1,5,1,2,1,0,1
41319,0,0,5,5,0,0,1
41320,1,4,5,9,1,0,0
41321,1,0,4,9,1,1,1
41322,1,2,3,5,1,0,0
41323,1,4,4,1,0,1,2
41324,1,3,8,9,1,0,1
41325,0,0,4,2,0,0,0
41326,1,0,4,6,1,0,0
41327,1,4,1,4,1,0,1
41328,1,1,2,4,0,0,0
41329,0,0,8,0,1,0,0
41330,1,2,4,2,1,0,1
41331,1,2,5,9,1,0,0
41332,1,2,3,2,1,2,1
41333,1,1,1,4,0,0,0
41334,1,4,3,1,1,0,1
41335,1,2,3,8,1,0,1
41336,1,0,6,1,0,0,0
41337,1,3,3,1,1,0,1
41338,1,2,6,5,1,0,1
41339,1,0,4,2,1,3,1
41340,0,0,2,2,0,0,0
41341,1,2,5,8,1,0,0
41342,1,0,3,9,0,0,0
41343,1,2,3,2,1,0,0
41344,1,2,4,4,1,0,0
41345,0,1,1,0,1,0,1
41346,1,3,2,6,0,0,1
41347,0,3,2,0,1,0,0
41348,1,2,3,5,0,0,1
41349,0,0,5,5,1,0,0
41350,1,2,3,6,1,0,0
41351,1,2,4,4,1,1,1
41352,1,4,5,1,0,1,0
41353,0,0,3,2,1,0,1
41354,1,2,2,8,1,0,1
41355,1,2,3,7,1,0,0
41356,1,2,5,7,1,0,1
41357,1,1,4,1,0,0,1
41358,0,3,4,7,1,0,1
41359,1,2,2,9,1,0,1
41360,1,2,3,10,1,0,0
41361,0,3,1,2,1,0,1
41362,1,3,2,0,0,0,0
41363,1,2,4,9,1,1,1
41364,1,0,3,10,0,0,0
41365,1,2,3,0,1,0,2
41366,1,2,2,2,0,0,0
41367,1,1,2,2,1,0,1
41368,1,3,3,0,1,0,0
41369,1,0,4,2,1,0,1
41370,1,0,2,10,0,0,0
41371,1,3,7,0,1,0,2
41372,1,3,2,9,1,0,1
41373,0,0,3,9,0,0,0
41374,1,1,3,3,1,0,0
41375,1,3,3,10,1,3,0
41376,1,3,4,0,1,0,1
41377,1,4,5,9,1,0,1
41378,0,3,2,0,0,0,0
41379,1,2,6,2,1,0,0
41380,1,5,3,2,0,0,0
41381,1,3,3,4,1,0,1
41382,1,3,2,0,2,0,0
41383,1,5,3,9,1,0,1
41384,0,0,3,1,1,1,1
41385,1,4,2,9,1,1,1
41386,0,0,2,1,1,0,1
41387,0,0,2,4,1,0,0
41388,1,2,1,4,1,3,1
41389,1,4,2,9,1,0,1
41390,1,3,4,4,1,0,0
41391,1,0,4,4,1,0,0
41392,1,1,4,7,1,0,0
41393,1,3,5,9,1,1,2
41394,1,2,5,10,1,0,1
41395,1,3,2,0,0,0,2
41396,1,2,2,10,1,0,1
41397,1,0,3,5,0,0,1
41398,1,2,5,0,1,0,1
41399,1,1,3,2,0,0,1
41400,0,0,1,5,1,0,1
41401,0,3,2,9,1,1,1
41402,1,3,4,5,1,0,1
41403,1,5,4,10,1,0,1
41404,1,0,6,2,1,0,1
41405,1,3,4,1,1,0,1
41406,1,3,8,2,1,0,1
41407,1,2,2,2,0,0,0
41408,1,2,2,4,1,0,0
41409,1,2,5,5,0,0,0
41410,1,3,1,8,1,3,1
41411,1,2,2,8,1,0,1
41412,1,5,2,9,1,1,1
41413,1,2,4,7,1,0,1
41414,1,2,4,2,1,0,1
41415,0,0,3,9,0,1,1
41416,1,2,1,2,0,0,2
41417,1,0,5,5,0,0,0
41418,1,2,6,5,1,0,1
41419,1,3,3,4,1,0,0
41420,1,5,6,1,1,0,1
41421,1,4,1,10,1,1,0
41422,0,0,2,2,1,0,0
41423,1,2,2,8,0,0,2
41424,1,1,2,4,0,0,0
41425,0,0,3,2,1,0,0
41426,0,1,2,4,0,0,0
41427,1,4,4,2,1,0,1
41428,1,3,3,4,0,0,0
41429,1,2,2,2,1,0,1
41430,0,0,5,0,1,0,1
41431,1,0,3,2,1,0,0
41432,1,0,5,2,1,0,1
